agency,city,state,ntd_id,organization_type,reporter_type,report_year,uace_code,uza_name,primary_uza_population,agency_voms,modecd,mode_name,typeofservicecd,mode_voms,form_type,guideway,guideway_questionable,stations,stations_questionable,administrative_buildings,administrative_buildings_1,maintenance_buildings,maintenance_buildings_1,passenger_vehicles,passenger_vehicles_1,other_vehicles,other_vehicles_questionable,fare_collection_equipment,fare_collection_equipment_1,communication_information,communication_information_1,other,other_questionable,reduced_reporter,reduced_reporter_questionable,total,total_questionable
"Squaxin Island Tribe, dba: Squaxin Island Transit",Shelton,WA,103,Tribe,Reduced Reporter,2024,53.0,Washington Non-UZA,1895776.0,5.0,DR,Demand Response,DO,2.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Squaxin Island Tribe, dba: Squaxin Island Transit",Shelton,WA,103,Tribe,Reduced Reporter,2024,53.0,Washington Non-UZA,1895776.0,5.0,MB,Bus,DO,3.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Confederated Tribes and Bands of The Yakama Nation, dba: Pahto Public Passage",Toppenish,WA,111,Tribe,Reduced Reporter,2024,53.0,Washington Non-UZA,1895776.0,7.0,MB,Bus,DO,6.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,233761,,233761,
"Confederated Tribes and Bands of The Yakama Nation, dba: Pahto Public Passage",Toppenish,WA,111,Tribe,Reduced Reporter,2024,53.0,Washington Non-UZA,1895776.0,7.0,DR,Demand Response,DO,1.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Confederated Tribes of the Umatilla Indian Reservation, dba: Kayak Public Transit",Pendleton,OR,119,Tribe,Reduced Reporter,2024,41.0,Oregon Non-UZA,1553447.0,8.0,CB,Commuter Bus,DO,4.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,955207,,955207,
"Confederated Tribes of the Umatilla Indian Reservation, dba: Kayak Public Transit",Pendleton,OR,119,Tribe,Reduced Reporter,2024,41.0,Oregon Non-UZA,1553447.0,8.0,MB,Bus,DO,4.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,196086,,196086,
"Cowlitz Indian Tribe, dba: Cowlitz Tribe Transit Service",Longview,WA,127,Tribe,Reduced Reporter,2024,53.0,Washington Non-UZA,1895776.0,8.0,DR,Demand Response,DO,8.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,102284,,102284,
"Nez Perce Tribe, dba: Appaloosa Express",Lapwai,ID,135,Tribe,Reduced Reporter,2024,16.0,Idaho Non-UZA,836252.0,4.0,MB,Bus,DO,3.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Nez Perce Tribe, dba: Appaloosa Express",Lapwai,ID,135,Tribe,Reduced Reporter,2024,16.0,Idaho Non-UZA,836252.0,4.0,DR,Demand Response,DO,1.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Asa'carsarmiut Tribe, dba: Asa'carsarmiut Tribal Council Transit Service",Mountain Village,AK,143,Tribe,Reduced Reporter,2024,2.0,Alaska Non-UZA,359299.0,1.0,DR,Demand Response,DO,1.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,161456,,161456,
"Seldovia Village Tribe, dba: Seldovia Bay Ferry",Seldovia,AK,199,Tribe,Reduced Reporter,2024,2.0,Alaska Non-UZA,359299.0,1.0,FB,Ferryboat,DO,1.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Spokane Tribe of Indians, dba: The Moccasin Express",Wellpinit,WA,207,Tribe,Reduced Reporter,2024,53.0,Washington Non-UZA,1895776.0,10.0,DR,Demand Response,DO,3.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Spokane Tribe of Indians, dba: The Moccasin Express",Wellpinit,WA,207,Tribe,Reduced Reporter,2024,53.0,Washington Non-UZA,1895776.0,10.0,VP,Vanpool,DO,3.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Spokane Tribe of Indians, dba: The Moccasin Express",Wellpinit,WA,207,Tribe,Reduced Reporter,2024,53.0,Washington Non-UZA,1895776.0,10.0,MB,Bus,DO,4.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,25266,,25266,
Ketchikan Indian Community,Ketchikan,AK,239,Tribe,Reduced Reporter,2024,2.0,Alaska Non-UZA,359299.0,4.0,DR,Demand Response,DO,4.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,93000,,93000,
"Hydaburg Cooperative Association, dba: HCA transit",Hydaburg,AK,279,Tribe,Reduced Reporter,2024,2.0,Alaska Non-UZA,359299.0,1.0,DR,Demand Response,DO,1.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Garfield County Transportation Program, dba: Garfield County Transportation Authority",Pomeroy,WA,282,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,4.0,DR,Demand Response,DO,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Thurston Regional Planning Council, dba: ruralTRANSIT",Olympia,WA,285,"MPO, COG or Other Planning Agency",Rural Reporter,2024,,,,6.0,MB,Bus,PT,6.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Rural Resources Community Action,Colville,WA,286,Private-Non-Profit Corporation,Rural Reporter,2024,,,,8.0,DR,Demand Response,DO,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Rural Resources Community Action,Colville,WA,286,Private-Non-Profit Corporation,Rural Reporter,2024,,,,8.0,CB,Commuter Bus,DO,3.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
People for People Moses Lake,Yakima,WA,287,Private-Non-Profit Corporation,Rural Reporter,2024,,,,26.0,DR,Demand Response,DO,18.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,752204,,752204,
People for People Moses Lake,Yakima,WA,287,Private-Non-Profit Corporation,Rural Reporter,2024,,,,26.0,MB,Bus,DO,8.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"City of Pullman, dba: Pullman Transit",Pullman,WA,294,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,17.0,DR,Demand Response,DO,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,28659,,28659,
"City of Pullman, dba: Pullman Transit",Pullman,WA,294,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,17.0,MB,Bus,DO,13.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,115429,,115429,
"Tillamook County Transportation District, dba: The Wave",Tillamook,OR,296,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,11.0,MB,Bus,DO,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,254175,,254175,
"Tillamook County Transportation District, dba: The Wave",Tillamook,OR,296,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,11.0,CB,Commuter Bus,DO,2.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,254174,,254174,
"Tillamook County Transportation District, dba: The Wave",Tillamook,OR,296,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,11.0,DR,Demand Response,DO,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,76502,,76502,
People for People Yakima,Yakima,WA,297,Private-Non-Profit Corporation,Reduced Reporter,2024,97507.0,"Yakima, WA",133145.0,17.0,CB,Commuter Bus,DO,3.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,167714,,167714,
People for People Yakima,Yakima,WA,297,Private-Non-Profit Corporation,Reduced Reporter,2024,97507.0,"Yakima, WA",133145.0,17.0,MB,Bus,DO,2.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
People for People Yakima,Yakima,WA,297,Private-Non-Profit Corporation,Reduced Reporter,2024,97507.0,"Yakima, WA",133145.0,17.0,DR,Demand Response,DO,12.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,851188,,851188,
Island Transit,Coupeville,WA,298,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,57.0,MB,Bus,DO,14.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,1042506,,1042506,
Island Transit,Coupeville,WA,298,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,57.0,VP,Vanpool,DO,31.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,369544,,369544,
Island Transit,Coupeville,WA,298,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,57.0,DR,Demand Response,DO,12.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,438543,,438543,
"Klickitat County Senior Services, dba: Mount Adams Transportation Service",Goldendale,WA,299,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,14.0,DR,Demand Response,DO,12.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Klickitat County Senior Services, dba: Mount Adams Transportation Service",Goldendale,WA,299,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,14.0,MB,Bus,DO,2.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,340500,,340500,
"City of Silverton, dba: Silver Trolley",Silverton,OR,300,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,2.0,DR,Demand Response,DO,2.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
South Clackamas Transportation District,Molalla,OR,301,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,4.0,MB,Bus,PT,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,969555,,969555,
Clallam Transit System,Port Angeles,WA,303,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,56.0,MB,Bus,DO,18.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,3783309,,3783309,
Clallam Transit System,Port Angeles,WA,303,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,56.0,VP,Vanpool,DO,22.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,729560,,729560,
Clallam Transit System,Port Angeles,WA,303,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,56.0,DR,Demand Response,DO,16.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,957502,,957502,
Coos County Area Transit,Coos Bay,OR,307,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,13.0,MB,Bus,DO,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,839834,,839834,
Coos County Area Transit,Coos Bay,OR,307,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,13.0,CB,Commuter Bus,DO,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,264877,,264877,
Coos County Area Transit,Coos Bay,OR,307,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,13.0,DR,Demand Response,DO,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Curry County Public Transit Service District, dba: Curry Public Transit Inc",Brookings,OR,308,Private Provider Reporting on Behalf of a Public Entity,Rural Reporter,2024,,,,11.0,MB,Bus,DO,6.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,337845,,337845,
"Curry County Public Transit Service District, dba: Curry Public Transit Inc",Brookings,OR,308,Private Provider Reporting on Behalf of a Public Entity,Rural Reporter,2024,,,,11.0,DR,Demand Response,DO,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,89285,,89285,
"Grant County Transportation Authority, dba: Grant Transit Authority",Moses Lake,WA,309,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,46.0,VP,Vanpool,DO,9.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,250055,,250055,
"Grant County Transportation Authority, dba: Grant Transit Authority",Moses Lake,WA,309,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,46.0,MB,Bus,DO,15.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,1540211,,1540211,
"Grant County Transportation Authority, dba: Grant Transit Authority",Moses Lake,WA,309,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,46.0,DR,Demand Response,DO,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Grant County Transportation Authority, dba: Grant Transit Authority",Moses Lake,WA,309,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,46.0,DR,Demand Response,PT,18.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Lincoln County Transportation Service District, dba: Lincoln County Transit",Newport,OR,310,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,13.0,DR,Demand Response,DO,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,41721,,41721,
"Lincoln County Transportation Service District, dba: Lincoln County Transit",Newport,OR,310,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,13.0,CB,Commuter Bus,DO,1.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,41721,,41721,
"Lincoln County Transportation Service District, dba: Lincoln County Transit",Newport,OR,310,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,13.0,MB,Bus,DO,8.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,41721,,41721,
Mountain Rides Transportation Authority,Ketchum,ID,311,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,34.0,VP,Vanpool,DO,18.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Mountain Rides Transportation Authority,Ketchum,ID,311,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,34.0,DR,Demand Response,DO,3.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Mountain Rides Transportation Authority,Ketchum,ID,311,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,34.0,MB,Bus,DO,13.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,481665,,481665,
Hopesource,Ellensburg,WA,312,Private-Non-Profit Corporation,Rural Reporter,2024,,,,14.0,MB,Bus,DO,7.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,387920,,387920,
Hopesource,Ellensburg,WA,312,Private-Non-Profit Corporation,Rural Reporter,2024,,,,14.0,DR,Demand Response,DO,7.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,169172,,169172,
"Grant County Transportation District, dba: The People Mover",John Day,OR,313,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,6.0,DR,Demand Response,DO,3.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,94149,,94149,
"Grant County Transportation District, dba: The People Mover",John Day,OR,313,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,6.0,MB,Bus,DO,3.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,51396,,51396,
Grays Harbor Transit,Hoquiam,WA,314,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,46.0,VP,Vanpool,DO,13.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,539271,,539271,
Grays Harbor Transit,Hoquiam,WA,314,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,46.0,DR,Demand Response,DO,11.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,606515,,606515,
Grays Harbor Transit,Hoquiam,WA,314,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,46.0,MB,Bus,DO,22.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,799770,,799770,
"Mason County Transportation Authority, dba: Mason Transit Authority",Shelton,WA,315,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,35.0,MB,Bus,DO,15.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,2968727,,2968727,
"Mason County Transportation Authority, dba: Mason Transit Authority",Shelton,WA,315,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,35.0,DR,Demand Response,DO,20.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Jefferson Transit,Port Townsend,WA,316,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,13.0,DR,Demand Response,DO,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,101549,,101549,
Jefferson Transit,Port Townsend,WA,316,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,13.0,MB,Bus,DO,9.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,575444,,575444,
"Mt Si Senior Center, dba: Snoqualmie Valley Transportation",North Bend,WA,317,Private-Non-Profit Corporation,Rural Reporter,2024,,,,9.0,DR,Demand Response,DO,9.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Hood River County Transportation District, dba: Columbia Area Transit",Hood River,OR,319,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,13.0,MB,Bus,DO,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,29046,,29046,
"Hood River County Transportation District, dba: Columbia Area Transit",Hood River,OR,319,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,13.0,CB,Commuter Bus,DO,7.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,35654,,35654,
"Hood River County Transportation District, dba: Columbia Area Transit",Hood River,OR,319,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,13.0,DR,Demand Response,DO,1.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,9120,,9120,
"Yamhill County, dba: Yamhill County Transit",Mcminnville,OR,321,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,26.0,MB,Bus,PT,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,87001,,87001,
"Yamhill County, dba: Yamhill County Transit",Mcminnville,OR,321,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,26.0,DR,Demand Response,PT,9.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,1003734,,1003734,
"Yamhill County, dba: Yamhill County Transit",Mcminnville,OR,321,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,26.0,CB,Commuter Bus,PT,12.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,254939,,254939,
Pacific Transit,Raymond,WA,322,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,14.0,DR,Demand Response,DO,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,182618,,182618,
Pacific Transit,Raymond,WA,322,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,14.0,MB,Bus,DO,9.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,426109,,426109,
Malheur Council on Aging and Community Services,Ontario,OR,323,Private-Non-Profit Corporation,Rural Reporter,2024,,,,11.0,MB,Bus,DO,1.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Malheur Council on Aging and Community Services,Ontario,OR,323,Private-Non-Profit Corporation,Rural Reporter,2024,,,,11.0,CB,Commuter Bus,DO,1.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Malheur Council on Aging and Community Services,Ontario,OR,323,Private-Non-Profit Corporation,Rural Reporter,2024,,,,11.0,DR,Demand Response,DO,9.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Valley Transit,Wasilla,AK,327,Private-Non-Profit Corporation,Reduced Reporter,2024,92459.0,"Wasilla--Knik-Fairview--North Lakes, AK",53444.0,10.0,MB,Bus,DO,5.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Valley Transit,Wasilla,AK,327,Private-Non-Profit Corporation,Reduced Reporter,2024,92459.0,"Wasilla--Knik-Fairview--North Lakes, AK",53444.0,10.0,DR,Demand Response,DO,5.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
City of Canby,Canby,OR,330,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,71317.0,"Portland, OR--WA",2104238.0,9.0,DR,Demand Response,PT,4.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,76999,,76999,
City of Canby,Canby,OR,330,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,71317.0,"Portland, OR--WA",2104238.0,9.0,MB,Bus,PT,5.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,214974,,214974,
Sunset Empire Transportation District,Astoria,OR,331,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,9.0,DR,Demand Response,DO,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Sunset Empire Transportation District,Astoria,OR,331,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,9.0,MB,Bus,DO,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Okanogan County Transportation & Nutrition,Omak,WA,332,Private-Non-Profit Corporation,Rural Reporter,2024,,,,12.0,MB,Bus,DO,3.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,150551,,150551,
Okanogan County Transportation & Nutrition,Omak,WA,332,Private-Non-Profit Corporation,Rural Reporter,2024,,,,12.0,DR,Demand Response,DO,9.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Council on Aging & Human Services, dba: COAST Public Transportation",Colfax,WA,333,Private-Non-Profit Corporation,Rural Reporter,2024,,,,19.0,DR,Demand Response,DO,19.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,423511,,423511,
Skamania County Senior Services,Stevenson,WA,336,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,12.0,MB,Bus,DO,3.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Skamania County Senior Services,Stevenson,WA,336,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,12.0,DR,Demand Response,DO,9.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,108548,,108548,
"Basin Transit Service, dba: Basin Transit Service Transportation District",Klamath Falls,OR,339,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,9.0,DR,Demand Response,DO,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Basin Transit Service, dba: Basin Transit Service Transportation District",Klamath Falls,OR,339,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,9.0,MB,Bus,DO,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,68624,,68624,
"Senior Citizens of Kodiak, Inc., dba: Kodiak Area Transportation System",Kodiak,AK,340,Private-Non-Profit Corporation,Rural Reporter,2024,,,,2.0,DR,Demand Response,DO,2.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,194476,,194476,
Selkirks-Pend Oreille Transit Authority,Dover,ID,341,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,14.0,DR,Demand Response,DO,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Selkirks-Pend Oreille Transit Authority,Dover,ID,341,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,14.0,MB,Bus,DO,10.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Community Connection of Northeast Oregon, dba: NEOTransit",La Grande,OR,343,Private-Non-Profit Corporation,Rural Reporter,2024,,,,20.0,MB,Bus,DO,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Community Connection of Northeast Oregon, dba: NEOTransit",La Grande,OR,343,Private-Non-Profit Corporation,Rural Reporter,2024,,,,20.0,DR,Demand Response,DO,14.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Community Connection of Northeast Oregon, dba: NEOTransit",La Grande,OR,343,Private-Non-Profit Corporation,Rural Reporter,2024,,,,20.0,CB,Commuter Bus,DO,2.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Glacier Valley Transit,Girdwood,AK,345,Private-Non-Profit Corporation,Rural Reporter,2024,,,,2.0,MB,Bus,PT,2.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Regional Public Transportation, Inc., dba: SMART Transit",Moscow,ID,347,Private-Non-Profit Corporation,Rural Reporter,2024,,,,5.0,MB,Bus,DO,2.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Regional Public Transportation, Inc., dba: SMART Transit",Moscow,ID,347,Private-Non-Profit Corporation,Rural Reporter,2024,,,,5.0,DR,Demand Response,DO,3.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
